id,spot_name,type,company,district,address,apparatus_name,latitude,longitude,twd97X,twd97Y,wgs84aX,wgs84aY
108,新北市政府行政大樓23F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號23樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
109,新北市政府行政大樓24F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號24樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
110,新北市政府行政大樓24F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號24樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
111,新北市政府行政大樓24F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號24樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
112,新北市政府行政大樓24F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號24樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
113,新北市政府行政大樓24F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號24樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
114,新北市政府行政大樓24F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號24樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
115,新北市政府行政大樓25F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號25樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
116,新北市政府行政大樓25F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號25樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
117,新北市政府行政大樓25F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號25樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
118,新北市政府行政大樓25F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號25樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
119,新北市政府行政大樓25F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號25樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
120,新北市政府行政大樓25F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號25樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
121,新北市政府行政大樓26F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號26樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
122,新北市政府行政大樓26F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號26樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
123,新北市政府行政大樓26F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號26樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
124,新北市政府行政大樓26F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號26樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
125,新北市政府行政大樓26F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號26樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
126,新北市政府行政大樓26F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號26樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
127,新北市政府行政大樓27F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號27樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
128,新北市政府行政大樓27F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號27樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
129,新北市政府行政大樓27F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號27樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
130,新北市政府行政大樓27F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號27樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
131,新北市政府行政大樓27F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號27樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
132,新北市政府行政大樓28F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號28樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
133,新北市政府行政大樓28F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號28樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
134,新北市政府行政大樓28F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號28樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
135,新北市政府行政大樓28F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號28樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
136,新北市政府行政大樓28F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號28樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
137,新北市政府行政大樓29F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號29樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
138,新北市政府行政大樓29F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號29樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
139,新北市政府行政大樓29F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號29樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
140,新北市政府行政大樓29F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號29樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
141,新北市政府行政大樓29F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號29樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
142,新北市政府行政大樓2F-1,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
143,新北市政府行政大樓2F-10,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
144,新北市政府行政大樓2F-11,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
145,新北市政府行政大樓2F-2,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
146,新北市政府行政大樓2F-3,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
147,新北市政府行政大樓2F-4,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
148,新北市政府行政大樓2F-5,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
149,新北市政府行政大樓2F-6,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
150,新北市政府行政大樓2F-7,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
151,新北市政府行政大樓2F-8,NewTaipei,大同資訊,板橋區,新北市板橋區中山路1段161號2樓,新北市政府,25.0122139,121.465731,296995.84,2767196.47,121.465624,25.012081
